,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,day_added,duration_value,duration_unit,tags
8409,s8420,movie,"The Memphis Belle: A Story of a
Flying Fortress",william wyler,unknown,United States,2017-03-31,1944,TV-PG,40 min,['classic movies'  'documentaries'],this documentary centers on the crew of the b-17 flying fortress memphis belle as it prepares to execute a strategic bombing mission over germany.,2017,March,31,40.0,min,['classic movies' 'documentaries'] ['classic movies' 'documentaries'] unknown william wyler this documentary centers on the crew of the b-17 flying fortress memphis belle as it prepares to execute a strategic bombing mission over germany. movie
8410,s8421,movie,The Men Who Stare at Goats,grant heslov,george clooney  ewan mcgregor  jeff bridges  kevin spacey  stephen lang  robert patrick  waleed zuaiter  stephen root  glenn morshower  nick offerman  tim griffin  rebecca mader,United States,2019-06-04,2009,R,94 min,['comedies'],"a journalist latches onto an unbelievable story in iraq when he meets lyn  a man of mysterious origins who reveals he was a ""warrior monk.""",2019,June,4,94.0,min,"['comedies'] ['comedies'] george clooney ewan mcgregor jeff bridges kevin spacey stephen lang robert patrick waleed zuaiter stephen root glenn morshower nick offerman tim griffin rebecca mader grant heslov a journalist latches onto an unbelievable story in iraq when he meets lyn a man of mysterious origins who reveals he was a ""warrior monk."" movie"
8411,s8422,tv show,The Messengers,unknown,shantel vansanten  diogo morgado  jd pardo  joel courtney  jon fletcher  sofia black d'elia  anna diop  craig frank,United States,2016-04-17,2015,TV-14,1 Season,['tv dramas'  'tv mysteries'  'tv sci-fi & fantasy'],a group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,2016,April,17,1.0,Season,['tv dramas' 'tv mysteries' 'tv sci-fi & fantasy'] ['tv dramas' 'tv mysteries' 'tv sci-fi & fantasy'] shantel vansanten diogo morgado jd pardo joel courtney jon fletcher sofia black d'elia anna diop craig frank unknown a group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse. tv show
8412,s8423,tv show,The Mind of a Chef,unknown,anthony bourdain  david chang  sean brock  april bloomfield  edward lee  magnus nilsson  gabrielle hamilton  david kinch  ludo lefebvre,United States,2017-11-01,2016,TV-PG,5 Seasons,['docuseries'],producer and narrator anthony bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.,2017,November,1,5.0,Seasons,['docuseries'] ['docuseries'] anthony bourdain david chang sean brock april bloomfield edward lee magnus nilsson gabrielle hamilton david kinch ludo lefebvre unknown producer and narrator anthony bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry. tv show
8413,s8424,tv show,The Minimighty Kids,unknown,unknown,France,2018-04-15,2012,TV-G,2 Seasons,"[""kids' tv""  'tv comedies']",some have big feet or a sniffly nose  others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers.,2018,April,15,2.0,Seasons,"[""kids' tv"" 'tv comedies'] [""kids' tv"" 'tv comedies'] unknown unknown some have big feet or a sniffly nose others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers. tv show"
8414,s8425,tv show,The Ministry of Time,unknown,rodolfo sancho  aura garrido  nacho fresneda  cayetana guillén cuervo  juan gea  jaime blanch  natalia millan  julián villagrán  hugo silva  francesca piñón  mar saura  ramón langa  andrés gertrúdix  macarena garcía,Spain,2018-01-28,2017,TV-MA,3 Seasons,['international tv shows'  'spanish-language tv shows'  'tv action & adventure'],three officers from different eras work for a secret agency guarding spain's past from time-traveling intruders trying to manipulate history.,2018,January,28,3.0,Seasons,['international tv shows' 'spanish-language tv shows' 'tv action & adventure'] ['international tv shows' 'spanish-language tv shows' 'tv action & adventure'] rodolfo sancho aura garrido nacho fresneda cayetana guillén cuervo juan gea jaime blanch natalia millan julián villagrán hugo silva francesca piñón mar saura ramón langa andrés gertrúdix macarena garcía unknown three officers from different eras work for a secret agency guarding spain's past from time-traveling intruders trying to manipulate history. tv show
8415,s8426,movie,The Model,mads matthiesen,maria palm  ed skrein  yvonnick muller  charlotte tomaszewska  virgile bramly  marco ilsø  dominic allburn,Denmark,2016-12-06,2016,TV-MA,104 min,['dramas'  'independent movies'  'international movies'],danish teen emma moves to paris hoping to become a top model  but her dreams soon unravel when her affair with photographer shane turns obsessive.,2016,December,6,104.0,min,['dramas' 'independent movies' 'international movies'] ['dramas' 'independent movies' 'international movies'] maria palm ed skrein yvonnick muller charlotte tomaszewska virgile bramly marco ilsø dominic allburn mads matthiesen danish teen emma moves to paris hoping to become a top model but her dreams soon unravel when her affair with photographer shane turns obsessive. movie
8416,s8427,movie,The Monster,bryan bertino,zoe kazan  ella ballentine  aaron douglas  christine ebadi  marc hickox  scott speedman  chris webb,United States,2019-01-09,2016,R,91 min,['horror movies'  'independent movies'],a troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,2019,January,9,91.0,min,['horror movies' 'independent movies'] ['horror movies' 'independent movies'] zoe kazan ella ballentine aaron douglas christine ebadi marc hickox scott speedman chris webb bryan bertino a troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature. movie
8417,s8428,movie,The Monster of Mangatiti,john banas,greta gregory  mark mitchinson  bruce hopkins  john sumner  flynn allen  harriet beattie  carolyn dando  laurie dee  ruth dudding,New Zealand,2015-12-15,2015,TV-MA,70 min,['dramas'],real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.,2015,December,15,70.0,min,['dramas'] ['dramas'] greta gregory mark mitchinson bruce hopkins john sumner flynn allen harriet beattie carolyn dando laurie dee ruth dudding john banas real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s. movie
8418,s8429,tv show,The Mortified Guide,unknown,unknown,United States,2018-02-14,2018,TV-MA,1 Season,['docuseries'],brave people get onstage to read hilarious and humiliating tales of gawky teenage love  family dysfunction and other stories from their younger years.,2018,February,14,1.0,Season,['docuseries'] ['docuseries'] unknown unknown brave people get onstage to read hilarious and humiliating tales of gawky teenage love family dysfunction and other stories from their younger years. tv show
8419,s8430,tv show,The Most Beautiful Hands of Delhi,unknown,björn kjellman  joy sengupta  natasha jayetileke,Sweden,2017-07-20,2017,TV-MA,1 Season,['international tv shows'  'tv comedies'  'tv dramas'],a stalled career  failed marriage and receding hairline drive a middle-aged swedish man to try to revitalize his life by visiting india.,2017,July,20,1.0,Season,['international tv shows' 'tv comedies' 'tv dramas'] ['international tv shows' 'tv comedies' 'tv dramas'] björn kjellman joy sengupta natasha jayetileke unknown a stalled career failed marriage and receding hairline drive a middle-aged swedish man to try to revitalize his life by visiting india. tv show
8420,s8431,movie,The Muppets,james bobin,jason segel  amy adams  chris cooper  rashida jones  kermit the frog  miss piggy  fozzie bear  gonzo  muppets  steve whitmire  eric jacobson  dave goelz  bill barretta  david rudman  matt vogel  peter linz,United States,2020-09-01,2011,PG,104 min,['children & family movies'  'comedies'],when the muppets learn that their beloved theater is slated for demolition  the gang reunite to raise the $10 million they need to save it.,2020,September,1,104.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] jason segel amy adams chris cooper rashida jones kermit the frog miss piggy fozzie bear gonzo muppets steve whitmire eric jacobson dave goelz bill barretta david rudman matt vogel peter linz james bobin when the muppets learn that their beloved theater is slated for demolition the gang reunite to raise the $10 million they need to save it. movie
8421,s8432,tv show,The Murder Detectives,unknown,unknown,United Kingdom,2017-03-31,2015,TV-MA,1 Season,['british tv shows'  'crime tv shows'  'docuseries'],this series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager nicholas robinson in bristol  england.,2017,March,31,1.0,Season,['british tv shows' 'crime tv shows' 'docuseries'] ['british tv shows' 'crime tv shows' 'docuseries'] unknown unknown this series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager nicholas robinson in bristol england. tv show
8422,s8433,movie,The Music of Silence,michael radford,toby sebastian  luisa ranieri  jordi mollà  antonio banderas  ennio fantastichini  nadir caselli  alessandro sperduti  francesco salvi,Italy,2018-07-01,2017,TV-PG,115 min,['dramas'  'international movies'  'music & musicals'],based on the autobiography by tenor andrea bocelli  this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.,2018,July,1,115.0,min,['dramas' 'international movies' 'music & musicals'] ['dramas' 'international movies' 'music & musicals'] toby sebastian luisa ranieri jordi mollà antonio banderas ennio fantastichini nadir caselli alessandro sperduti francesco salvi michael radford based on the autobiography by tenor andrea bocelli this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame. movie
8423,s8434,movie,The Naked Gun 2 1/2: The Smell of Fear,david zucker,leslie nielsen  priscilla presley  george kennedy  o.j. simpson  robert goulet  richard griffiths  jacqueline brookes,Unknown,2020-01-01,1991,PG-13,85 min,['comedies'],bumbling cop frank drebin is out to foil the big boys in the energy industry  who intend to suppress technology that would put them out of business.,2020,January,1,85.0,min,['comedies'] ['comedies'] leslie nielsen priscilla presley george kennedy o.j. simpson robert goulet richard griffiths jacqueline brookes david zucker bumbling cop frank drebin is out to foil the big boys in the energy industry who intend to suppress technology that would put them out of business. movie
8424,s8435,movie,The Naked Gun: From the Files of Police Squad!,david zucker,leslie nielsen  priscilla presley  george kennedy  ricardo montalban  o.j. simpson  raye birk  susan beaubian  nancy marchand,United States,2021-01-01,1988,PG-13,85 min,['comedies'  'cult movies'],hapless cop frank drebin causes more problems than he solves while trying to stop a deadly plot involving queen elizabeth ii.,2021,January,1,85.0,min,['comedies' 'cult movies'] ['comedies' 'cult movies'] leslie nielsen priscilla presley george kennedy ricardo montalban o.j. simpson raye birk susan beaubian nancy marchand david zucker hapless cop frank drebin causes more problems than he solves while trying to stop a deadly plot involving queen elizabeth ii. movie
8425,s8436,movie,The Natural,barry levinson,robert redford  robert duvall  glenn close  kim basinger  wilford brimley  barbara hershey  robert prosky  richard farnsworth  joe don baker  john finnegan,United States,2020-01-01,1984,PG,138 min,['classic movies'  'dramas'  'sports movies'],a gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,2020,January,1,138.0,min,['classic movies' 'dramas' 'sports movies'] ['classic movies' 'dramas' 'sports movies'] robert redford robert duvall glenn close kim basinger wilford brimley barbara hershey robert prosky richard farnsworth joe don baker john finnegan barry levinson a gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game. movie
8426,s8437,movie,The Negro Soldier,stuart heisler,unknown,United States,2017-03-31,1944,TV-14,40 min,['classic movies'  'documentaries'],this documentary urged african americans to enlist and join in the effort to be part of america's continuing fight in world war ii.,2017,March,31,40.0,min,['classic movies' 'documentaries'] ['classic movies' 'documentaries'] unknown stuart heisler this documentary urged african americans to enlist and join in the effort to be part of america's continuing fight in world war ii. movie
8427,s8438,tv show,The Netflix Afterparty,unknown,david spade  london hughes  fortune feimster,United States,2021-01-02,2021,TV-MA,1 Season,['stand-up comedy & talk shows'  'tv comedies'],hosts david spade  fortune feimster and london hughes welcome guests from the newest and biggest netflix titles for fun conversations  skits and more.,2021,January,2,1.0,Season,['stand-up comedy & talk shows' 'tv comedies'] ['stand-up comedy & talk shows' 'tv comedies'] david spade london hughes fortune feimster unknown hosts david spade fortune feimster and london hughes welcome guests from the newest and biggest netflix titles for fun conversations skits and more. tv show
8428,s8439,movie,The New Romantic,carly stone,timm sharp  hayley law  camila mendes  brett dier  jessica barden  avan jogia,Canada,2019-04-15,2018,TV-MA,82 min,['comedies'  'independent movies'  'romantic movies'],fed up with dating and debt  a naïve college senior documents her experience of being with a wealthy  older man for a gonzo journalism grant.,2019,April,15,82.0,min,['comedies' 'independent movies' 'romantic movies'] ['comedies' 'independent movies' 'romantic movies'] timm sharp hayley law camila mendes brett dier jessica barden avan jogia carly stone fed up with dating and debt a naïve college senior documents her experience of being with a wealthy older man for a gonzo journalism grant. movie
8429,s8440,tv show,The Nineties,unknown,unknown,United States,2018-09-30,2017,TV-14,1 Season,['docuseries'],this u.s.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. executive produced by tom hanks.,2018,September,30,1.0,Season,['docuseries'] ['docuseries'] unknown unknown this u.s.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. executive produced by tom hanks. tv show
8430,s8441,movie,The NSU-Complex,stefan aust  dirk laabs,unknown,Germany,2016-12-28,2016,TV-14,90 min,['documentaries'  'international movies'],for 13 years  the underground neo-nazi organization nsu eluded german police while planting bombs  robbing banks and killing immigrants at random.,2016,December,28,90.0,min,['documentaries' 'international movies'] ['documentaries' 'international movies'] unknown stefan aust dirk laabs for 13 years the underground neo-nazi organization nsu eluded german police while planting bombs robbing banks and killing immigrants at random. movie
8431,s8442,movie,The Nutcracker and the Four Realms,lasse hallström  joe johnston,mackenzie foy  keira knightley  helen mirren  morgan freeman  matthew macfadyen  eugenio derbez  miranda hart  jack whitehall  ellie bamber  richard e. grant  omid djalili  tom sweet  misty copeland  sergei polunin  meera syal,United States,2019-05-28,2018,PG,99 min,['children & family movies'],when her late mother gifts her a key  clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic.,2019,May,28,99.0,min,['children & family movies'] ['children & family movies'] mackenzie foy keira knightley helen mirren morgan freeman matthew macfadyen eugenio derbez miranda hart jack whitehall ellie bamber richard e. grant omid djalili tom sweet misty copeland sergei polunin meera syal lasse hallström joe johnston when her late mother gifts her a key clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic. movie
8432,s8443,tv show,The Office (U.S.),unknown,steve carell  john krasinski  jenna fischer  rainn wilson  b.j. novak  ed helms  brian baumgartner  david denman  creed bratton  kate flannery  mindy kaling  angela kinsey  paul lieberstein  oscar nuñez  phyllis smith,United States,2016-01-01,2012,TV-14,9 Seasons,['tv comedies'],this hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss michael scott – at the dunder mifflin paper company.,2016,January,1,9.0,Seasons,['tv comedies'] ['tv comedies'] steve carell john krasinski jenna fischer rainn wilson b.j. novak ed helms brian baumgartner david denman creed bratton kate flannery mindy kaling angela kinsey paul lieberstein oscar nuñez phyllis smith unknown this hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss michael scott – at the dunder mifflin paper company. tv show
8433,s8444,movie,The One I Love,charlie mcdowell,mark duplass  elisabeth moss  ted danson,United States,2019-05-30,2014,R,91 min,['comedies'  'dramas'  'independent movies'],confronted with the potential end of their marriage  ethan and sophie take off for a weekend together  hoping to negotiate their future.,2019,May,30,91.0,min,['comedies' 'dramas' 'independent movies'] ['comedies' 'dramas' 'independent movies'] mark duplass elisabeth moss ted danson charlie mcdowell confronted with the potential end of their marriage ethan and sophie take off for a weekend together hoping to negotiate their future. movie
8434,s8445,movie,The Only Mother To You All,wenn v. deramas,ai-ai de las alas  shaina magdayao  carlo aquino  alwyn uytingco  eugene domingo  deejay durano  serena dalrymple  jiro manio  yuki kadooka  cherry pie picache  gloria diaz,Philippines,2019-02-27,2008,TV-PG,106 min,['comedies'  'international movies'],raising her large family alone after her husband's death  ina searches for work and finally lands the most unlikely job: president of the philippines.,2019,February,27,106.0,min,['comedies' 'international movies'] ['comedies' 'international movies'] ai-ai de las alas shaina magdayao carlo aquino alwyn uytingco eugene domingo deejay durano serena dalrymple jiro manio yuki kadooka cherry pie picache gloria diaz wenn v. deramas raising her large family alone after her husband's death ina searches for work and finally lands the most unlikely job: president of the philippines. movie
8435,s8446,movie,The Other Guys,adam mckay,will ferrell  mark wahlberg  eva mendes  michael keaton  steve coogan  ray stevenson  samuel l. jackson  dwayne johnson  lindsay sloane  natalie zea,United States,2020-02-01,2010,PG-13,108 min,['action & adventure'  'comedies'],new york cops allen and terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,2020,February,1,108.0,min,['action & adventure' 'comedies'] ['action & adventure' 'comedies'] will ferrell mark wahlberg eva mendes michael keaton steve coogan ray stevenson samuel l. jackson dwayne johnson lindsay sloane natalie zea adam mckay new york cops allen and terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work. movie
8436,s8447,movie,The Parole Officer,john duigan,steve coogan  emma gilmour  susan jane tanner  iain mitchell  james smith  om puri  steven waddington  ben miller  lena headey  jenny agutter,United Kingdom,2018-08-01,2001,R,94 min,['action & adventure'  'comedies'],after witnessing a murder  simon garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault.,2018,August,1,94.0,min,['action & adventure' 'comedies'] ['action & adventure' 'comedies'] steve coogan emma gilmour susan jane tanner iain mitchell james smith om puri steven waddington ben miller lena headey jenny agutter john duigan after witnessing a murder simon garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault. movie
8437,s8448,movie,The Pass,ben a. williams,russell tovey  arinzé kene  lisa mcgrillis  nico mirallegro  rory j. saper,United Kingdom,2019-01-01,2016,NR,87 min,['dramas'  'independent movies'  'lgbtq movies'],the lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.,2019,January,1,87.0,min,['dramas' 'independent movies' 'lgbtq movies'] ['dramas' 'independent movies' 'lgbtq movies'] russell tovey arinzé kene lisa mcgrillis nico mirallegro rory j. saper ben a. williams the lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them. movie
8438,s8449,movie,The Peacemaker,mimi leder,george clooney  nicole kidman  marcel iures  aleksandr baluev  rene medvesek  gary werntz  randall batinkoff  jim haynie  alexander strobele  holt mccallany,United States,2020-01-01,1997,R,124 min,['action & adventure'],after terrorists trigger a nuclear blast in russia  a u.s. special forces intelligence agent and a nuclear weapons expert come to the rescue.,2020,January,1,124.0,min,['action & adventure'] ['action & adventure'] george clooney nicole kidman marcel iures aleksandr baluev rene medvesek gary werntz randall batinkoff jim haynie alexander strobele holt mccallany mimi leder after terrorists trigger a nuclear blast in russia a u.s. special forces intelligence agent and a nuclear weapons expert come to the rescue. movie
8439,s8450,movie,The Pelican Brief,alan j. pakula,julia roberts  denzel washington  sam shepard  john heard  tony goldwyn  james sikking  william atherton  robert culp  stanley tucci  john lithgow  hume cronyn,United States,2019-11-01,1993,PG-13,141 min,['dramas'  'thrillers'],when law student darby shaw theorizes about the assassinations of two supreme court justices  she is put in danger and turns to a reporter for help.,2019,November,1,141.0,min,['dramas' 'thrillers'] ['dramas' 'thrillers'] julia roberts denzel washington sam shepard john heard tony goldwyn james sikking william atherton robert culp stanley tucci john lithgow hume cronyn alan j. pakula when law student darby shaw theorizes about the assassinations of two supreme court justices she is put in danger and turns to a reporter for help. movie
8440,s8451,movie,The Perfect Day,jean-pierre devillers,unknown,Unknown,2018-09-01,2018,TV-14,93 min,['documentaries'  'international movies'  'sports movies'],french soccer fans  celebrities and athletes retrace the exhilarating events of july 12  1998  as france earned a historic win in the world cup final.,2018,September,1,93.0,min,['documentaries' 'international movies' 'sports movies'] ['documentaries' 'international movies' 'sports movies'] unknown jean-pierre devillers french soccer fans celebrities and athletes retrace the exhilarating events of july 12 1998 as france earned a historic win in the world cup final. movie
8441,s8452,movie,The Perks of Being a Wallflower,stephen chbosky,logan lerman  emma watson  ezra miller  mae whitman  paul rudd  nina dobrev  johnny simmons  dylan mcdermott  kate walsh  joan cusack  melanie lynskey,United States,2020-04-01,2012,PG-13,103 min,['comedies'  'dramas'],a shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,2020,April,1,103.0,min,['comedies' 'dramas'] ['comedies' 'dramas'] logan lerman emma watson ezra miller mae whitman paul rudd nina dobrev johnny simmons dylan mcdermott kate walsh joan cusack melanie lynskey stephen chbosky a shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale. movie
8442,s8453,movie,The Phantom of the Opera,joel schumacher,gerard butler  emmy rossum  patrick wilson  miranda richardson  minnie driver  ciarán hinds  simon callow  victor mcguire  jennifer ellison,United Kingdom,2019-06-01,2004,PG-13,141 min,['dramas'  'music & musicals'  'romantic movies'],in 1870  a disfigured recluse roams beneath a parisian opera house and takes under his wing a young soprano  with whom a love triangle develops.,2019,June,1,141.0,min,['dramas' 'music & musicals' 'romantic movies'] ['dramas' 'music & musicals' 'romantic movies'] gerard butler emmy rossum patrick wilson miranda richardson minnie driver ciarán hinds simon callow victor mcguire jennifer ellison joel schumacher in 1870 a disfigured recluse roams beneath a parisian opera house and takes under his wing a young soprano with whom a love triangle develops. movie
8443,s8454,movie,The Physician,philipp stölzl,tom payne  ben kingsley  stellan skarsgård  olivier martinez  emma rigby  elyas m'barek  fahri yardim  makram khoury  michael marcus,Germany,2015-07-15,2013,R,155 min,['action & adventure'  'dramas'  'international movies'],a medical apprentice in 11th-century persia disguises himself as a jew to study at a school that does not admit christians.,2015,July,15,155.0,min,['action & adventure' 'dramas' 'international movies'] ['action & adventure' 'dramas' 'international movies'] tom payne ben kingsley stellan skarsgård olivier martinez emma rigby elyas m'barek fahri yardim makram khoury michael marcus philipp stölzl a medical apprentice in 11th-century persia disguises himself as a jew to study at a school that does not admit christians. movie
8444,s8455,movie,The Pink Panther,shawn levy,steve martin  kevin kline  beyoncé knowles-carter  jean reno  emily mortimer  henry czerny  kristin chenoweth  roger rees  philip goodwin  henri garcin  william abadie,United States,2019-07-01,2006,PG,93 min,['children & family movies'  'comedies'],bumbling inspector clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,2019,July,1,93.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] steve martin kevin kline beyoncé knowles-carter jean reno emily mortimer henry czerny kristin chenoweth roger rees philip goodwin henri garcin william abadie shawn levy bumbling inspector clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring. movie
8445,s8456,movie,The Pirate Fairy,peggy holmes,mae whitman  christina hendricks  tom hiddleston  lucy liu  raven-symoné  megan hilty  pamela adlon  angela bartys  jim cummings  carlos ponce  mick wingert  kevin michael richardson  jeff bennett  rob paulsen  grey delisle  kari wahlgren  jane horrocks  jesse mccartney  anjelica huston,United States,2014-06-15,2014,G,78 min,['children & family movies'],in this spritely tale  tinker bell and her friends set out to find free-spirited fairy zarina after she makes off with some precious blue pixie dust.,2014,June,15,78.0,min,['children & family movies'] ['children & family movies'] mae whitman christina hendricks tom hiddleston lucy liu raven-symoné megan hilty pamela adlon angela bartys jim cummings carlos ponce mick wingert kevin michael richardson jeff bennett rob paulsen grey delisle kari wahlgren jane horrocks jesse mccartney anjelica huston peggy holmes in this spritely tale tinker bell and her friends set out to find free-spirited fairy zarina after she makes off with some precious blue pixie dust. movie
8446,s8457,movie,The Pirates of Somalia,bryan buckley,evan peters  barkhad abdi  melanie griffith  al pacino  philip ettinger  sabrina hassan abdulle  kiana madani  abdi sidow farah  mohamed barre  armaan haggio,Somalia,2018-03-01,2017,R,118 min,['dramas'],an aspiring journalist travels to somalia in hopes of making a name for himself by covering dangerous pirates and hijackers.,2018,March,1,118.0,min,['dramas'] ['dramas'] evan peters barkhad abdi melanie griffith al pacino philip ettinger sabrina hassan abdulle kiana madani abdi sidow farah mohamed barre armaan haggio bryan buckley an aspiring journalist travels to somalia in hopes of making a name for himself by covering dangerous pirates and hijackers. movie
8447,s8458,movie,The Pirates! Band of Misfits,peter lord  jeff newitt,hugh grant  martin freeman  imelda staunton  david tennant  jeremy piven  salma hayek  lenny henry  brian blessed  russell tovey  anton yelchin  al roker  david schaal  peter lord  ashley jensen  kayvan novak  mitchell mullen  brendan gleeson  david schneider,United Kingdom,2020-10-01,2012,PG,88 min,['children & family movies'  'comedies'],an egotistical pirate captain strives to win the pirate of the year award  but to snag the coveted prize  he'll have to outwit his dreaded rivals.,2020,October,1,88.0,min,['children & family movies' 'comedies'] ['children & family movies' 'comedies'] hugh grant martin freeman imelda staunton david tennant jeremy piven salma hayek lenny henry brian blessed russell tovey anton yelchin al roker david schaal peter lord ashley jensen kayvan novak mitchell mullen brendan gleeson david schneider peter lord jeff newitt an egotistical pirate captain strives to win the pirate of the year award but to snag the coveted prize he'll have to outwit his dreaded rivals. movie
8448,s8459,movie,The Place Beyond the Pines,derek cianfrance,ryan gosling  bradley cooper  eva mendes  ray liotta  ben mendelsohn  rose byrne  mahershala ali  bruce greenwood  harris yulin  olga merediz,United States,2017-05-16,2012,R,140 min,['dramas'  'independent movies'],a violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,2017,May,16,140.0,min,['dramas' 'independent movies'] ['dramas' 'independent movies'] ryan gosling bradley cooper eva mendes ray liotta ben mendelsohn rose byrne mahershala ali bruce greenwood harris yulin olga merediz derek cianfrance a violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud. movie
8449,s8460,movie,The Plan,keerthi,anant nag  koustubh jayakumar  hemanth  shreeram  jay  sanath  pramod shetty  harish roy,India,2018-03-01,2015,TV-MA,124 min,['dramas'  'international movies'  'thrillers'],after being sent to a remote prison  three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape.,2018,March,1,124.0,min,['dramas' 'international movies' 'thrillers'] ['dramas' 'international movies' 'thrillers'] anant nag koustubh jayakumar hemanth shreeram jay sanath pramod shetty harish roy keerthi after being sent to a remote prison three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape. movie
8450,s8461,movie,The Player,ahmad el-badri,ramez galal  emy samir ghanim  edward fouad  hassan hosny  yousef fawzy  samar gaber  ragaa al-geddawy  maha abou ouf  mai el-kady,Egypt,2019-06-20,2012,TV-MA,110 min,['comedies'  'international movies'],to save his father’s company from bankruptcy  a rich  spoiled playboy is forced to wed a no-nonsense woman  who's just as unhappy to be marrying him.,2019,June,20,110.0,min,['comedies' 'international movies'] ['comedies' 'international movies'] ramez galal emy samir ghanim edward fouad hassan hosny yousef fawzy samar gaber ragaa al-geddawy maha abou ouf mai el-kady ahmad el-badri to save his father’s company from bankruptcy a rich spoiled playboy is forced to wed a no-nonsense woman who's just as unhappy to be marrying him. movie
8451,s8462,movie,The Polar Express,robert zemeckis,tom hanks  leslie zemeckis  eddie deezen  nona gaye  peter scolari  brendan king  andy pellick  michael jeter  chris coppola  julene renee,United States,2021-01-01,2004,G,100 min,['children & family movies'],in this warm-hearted tale  a young boy's faith in the holiday spirit is revived after he makes his way by train to the north pole on christmas eve.,2021,January,1,100.0,min,['children & family movies'] ['children & family movies'] tom hanks leslie zemeckis eddie deezen nona gaye peter scolari brendan king andy pellick michael jeter chris coppola julene renee robert zemeckis in this warm-hearted tale a young boy's faith in the holiday spirit is revived after he makes his way by train to the north pole on christmas eve. movie
8452,s8463,movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,randall lobb  robert mccallum,unknown,Canada,2018-08-24,2017,TV-14,96 min,['documentaries'],this colorful documentary explores the origins and impact of he-man  a character whose power stretched well beyond a toy line and children's tv show.,2018,August,24,96.0,min,['documentaries'] ['documentaries'] unknown randall lobb robert mccallum this colorful documentary explores the origins and impact of he-man a character whose power stretched well beyond a toy line and children's tv show. movie
8453,s8464,movie,The President's Barber,chan-sang lim,kang-ho song  so-ri moon  jae-eung lee  yeong-jin jo  byung-ho son  yong-soo park  seung-soo ryu  ju-sang yun  gyu-su jeong  dal-su oh,South Korea,2017-10-01,2004,TV-MA,116 min,['comedies'  'dramas'  'international movies'],the personal barber to the president  as well as his wife and only son  get tangled in the political chaos that gripped south korea in the late 1900s.,2017,October,1,116.0,min,['comedies' 'dramas' 'international movies'] ['comedies' 'dramas' 'international movies'] kang-ho song so-ri moon jae-eung lee yeong-jin jo byung-ho son yong-soo park seung-soo ryu ju-sang yun gyu-su jeong dal-su oh chan-sang lim the personal barber to the president as well as his wife and only son get tangled in the political chaos that gripped south korea in the late 1900s. movie
